,region,Diabetes_100,Diabetes_101,Diabetes_102,Diabetes_103,Diabetes_104,Diabetes_105,Diabetes_106,Diabetes_107,Diabetes_108
0,101,0.6374850929964111,0.6274511865564126,0.6643880207268167,0.6479850513053923,0.6218433875153573,0.6327572400616857,0.625559250403647,0.6232755091839352,0.6227408973215308
1,102,0.6612942486258001,0.6411107010555939,0.6615357068789249,0.6709586096118771,0.6519174398028793,0.6621367791055054,0.6477079846986484,0.623630314052643,0.6501740043211315
2,109,0.6713960189634905,0.6531066314670569,0.6654367262043724,0.6477079846986484,0.6393145546622431,0.6406647214842972,0.6091606648645339,0.601265600593968,0.6087496824068391
3,110,0.6176062843720146,0.6298077816876629,0.6091606648645339,0.6125865577521188,0.5943651899334196,0.6097739454753555,0.5811261395777388,0.599245687402332,0.5775188081231895
4,111,0.5571902296828305,0.5677213580332378,0.5529319145722782,0.5453988163855195,0.5088667580915484,0.5595919119165967,0.5259961692126031,0.5328965798731515,0.5564931550703033
5,112,0.5473367106869138,0.5532938806560853,0.5315545775778089,0.5514706189983617,0.5159737837058733,0.5368163929072258,0.5111085738450425,0.5154449049741715,0.5250385340481859
6,115,0.6370223760548877,0.653237883179231,0.6541517871759425,0.6353069302575343,0.6465918692859642,0.6246871346677297,0.6176062843720146,0.6213009352930947,0.6162797523128262
7,116,0.6119905701555052,0.6370223760548877,0.6324338442075744,0.6367126877403751,0.6245117823599564,0.6200234900000755,0.6181693818888452,0.5914639323310671,0.6259059489930896
8,117,0.6294745528330722,0.650038608765013,0.6562094502630333,0.6481232933001931,0.6447508059114978,0.6457464157055979,0.6451787269607476,0.6101806909884261,0.6203901656905464
9,118,0.6408136055082548,0.6415546732101736,0.653237883179231,0.645887828844006,0.6564636659891776,0.6559545776479778,0.6393145546622431,0.583813925694988,0.6036794966341635
10,119,0.677015689387593,0.6546702411798219,0.6479850513053923,0.6573482965569514,0.64894870102191,0.6493588290437563,0.6311295521824835,0.6364020240279864,0.6089553876892047
11,120,0.6047574925787925,0.6008202921755493,0.6085435472280638,0.5981053782032808,0.5789218993093255,0.5805796803010935,0.5683436670195586,0.5843428044266898,0.5507317717448103
12,301,0.604971685164906,0.5921972862456877,0.5848688624584145,0.617417868560864,0.46541218972010867,0.5170231089974083,0.5111085738450425,0.5195985985838913,0.5206102551153182
13,302,0.632918541237689,0.5999235982986254,0.5882215078545239,0.6030269982426739,0.38387221367368524,0.4005044240380264,0.3858649207840168,0.38781816574253397,0.37764052182637575
14,303,0.713048325616393,0.6909310682251775,0.6933186007242524,0.6859753050928311,0.5921972862456877,0.5929252279049836,0.5813982380872444,0.6155136463477169,0.6105857660840068
15,304,0.6907518935216945,0.6702988369368823,0.6101806909884261,0.6850296061212011,0.5532938806560853,0.538509750327565,0.5557911190308924,0.5695766286632183,0.5609384945665872
16,305,0.5866882803951102,0.6289725891688401,0.565511827146262,0.6243361177593952,0.30488697273767773,0.3478248524098286,0.3638550121940497,0.3478248524098286,0.3732559934584943
17,306,0.5401745265072473,0.5710964683965012,0.5457894531224206,0.5503602622768203,0.20510706216244956,0.15874795003160008,0.19193610683684256,0.22711697075241663,0.2365179520168612
18,307,0.6176062843720146,0.5957844323635977,0.6170399537416803,0.6170399537416803,0.6917333508446973,0.7513341402691117,0.6663596395776507,0.7180003241012267,0.7280792162619647
